Tweet,followers,type,coordinates,City,State,time,epoch_time(EST),Sentiment,Result
Finally fellow Americans we can liberate our minds of Mental Slavery in respect to Cuba that have been peddled by arrogance &,936,Polygon,"-74.036896, 40.859865; -74.036896, 40.917057; -73.987236, 40.917057; -73.987236, 40.859865",Teaneck,NJ,12/18/2014 6:57,1418867831,0.562999964,p
"Yay, normalization of relations w Cuba! To set the mood, 30 best works of Cuban literature:",242,Polygon,"-118.668404, 33.704538; -118.668404, 34.337041; -118.155409, 34.337041; -118.155409, 33.704538",Los Angeles,CA,12/18/2014 6:59,1418867967,0.49000001,p
"So from one Cuban-American to another, I don't get your logic, yes Cuba is a brutal dictatorship but the embargo w",1761,Polygon,"-122.34266, 37.699279; -122.34266, 37.8847092; -122.114711, 37.8847092; -122.114711, 37.699279",Oakland,CA,12/18/2014 7:02,1418868128,0.083333336,p
The embargo only impoverished the people of Cuba and allowed Castro to live to a ripe old age with economic stagnation,1760,Polygon,"-122.34266, 37.699279; -122.34266, 37.8847092; -122.114711, 37.8847092; -122.114711, 37.699279",Oakland,CA,12/18/2014 7:03,1418868225,-0.262006015,n
Obama: US re-establishing relations with Cuba: President Barack Obama announced the re-establishment of diplomatic…,4713,Polygon,"-87.940033, 41.644102; -87.940033, 42.0230669; -87.523993, 42.0230669; -87.523993, 41.644102",Chicago,IL,12/18/2014 7:05,1418868314,0.224999994,p
"This Cuba deal is almost as good as the ""You go ahead and develop nukes &amp; we'll pretending we don't see it"" deal Obama gav",10901,Polygon,"-157.765901, 21.352946; -157.765901, 21.4284474; -157.705775, 21.4284474; -157.705775, 21.352946",Kailua,HI,12/18/2014 7:05,1418868319,1,p
Obama is blackmailing the Castros. Obama funded Latino students in a covert op in Cuba in October 2009.,1168,Polygon,"-84.19397, 35.831436; -84.19397, 36.133505; -83.733713, 36.133505; -83.733713, 35.831436",Knoxville,TN,12/18/2014 7:06,1418868377,-0.75,n
will Cubans be able to freely travel to the USA now?? I hope so but I doubt it. CubaEmbargo CubaLibre,655,Polygon,"-124.482003, 32.528832; -124.482003, 42.009519; -114.131212, 42.009519; -114.131212, 32.528832",California,US,12/18/2014 7:06,1418868389,0.995000005,p
she's wanting police murderer black liberation army murderer in Cuba freed .She's nuts,1222,Polygon,"-80.235287, 32.944965; -80.235287, 33.054993; -80.109189, 33.054993; -80.109189, 32.944965",Summerville,SC,12/18/2014 7:08,1418868521,0.600000024,p
"Lastly, this is an analysis of the Cuban health system. When you read, compare Cuba to Obamacare it is.",1168,Polygon,"-84.19397, 35.831436; -84.19397, 36.133505; -83.733713, 36.133505; -83.733713, 35.831436",Knoxville,TN,12/18/2014 7:10,1418868658,0.5,p
"A boon to freedom, or Castro?: Easing Cold War-era restrictions on Cuba is sure to spark sales of cigars and boost…",2488,Polygon,"-71.191505, 42.227797; -71.191505, 42.399542; -70.986004, 42.399542; -70.986004, 42.227797",Boston,MA,12/18/2014 7:13,1418868788,-0.600000024,n
"OK! ""Normalized"" relations with Cuba. Now, will Congress act to lift embargo? And BTW, close Gitmo. Well, at least it'll be ea",17,Polygon,"-95.823268, 29.522325; -95.823268, 30.1546646; -95.069705, 30.1546646; -95.069705, 29.522325",Houston,TX,12/18/2014 7:14,1418868875,1,p
"Obama is seeking to actually open relationships with Cuba, and yet most are acting like this is no big deal",196,Polygon,"-88.053451, 44.445033; -88.053451, 44.497812; -87.996663, 44.497812; -87.996663, 44.445033",Allouez,WI,12/18/2014 7:20,1418869213,-0.587252498,n
"Republicans are bitching about this new stance on Cuba, because they need boogeyman, and things to hate",408,Polygon,"-122.035311, 37.193164; -122.035311, 37.469154; -121.71215, 37.469154; -121.71215, 37.193164",San Jose,CA,12/18/2014 7:20,1418869229,-0.699999988,n
Venezuelan President Calls Obama's Outreach to Cuba 'Courageous' - TIME,193144,Polygon,"-80.0295184, 35.962623; -80.0295184, 36.218171; -79.6852086, 36.218171; -79.6852086, 35.962623",Greensboro,NC,12/18/2014 7:38,1418870302,1.200000048,p
America is finally seeking to normalize relations with Cuba. I'll soon be able to buy Cuban cigars whenever I want to!,173,Polygon,"-118.170463, 34.0270115; -118.170463, 34.0716923; -118.093679, 34.0716923; -118.093679, 34.0270115",Monterey Park,CA,12/18/2014 7:40,1418870422,0.02,p
American Alan Gross freed by Cuba,772,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826",Washington,DC,12/18/2014 7:45,1418870714,1.200000048,p
"Americans send $2 billion a year to Cuba: Trade with Cuba has been blocked for decades, but nearly $2 billion was…",1828,Polygon,"-88.070827, 42.920822; -88.070827, 43.1926225; -87.863758, 43.1926225; -87.863758, 42.920822",Milwaukee,WI,12/18/2014 7:55,1418871325,-0.40062502,n
"Obama is blackmailing the Castros, Chris. Did you know this little detail about a covert op in 10/2009?",1168,Polygon,"-84.19397, 35.831436; -84.19397, 36.133505; -83.733713, 36.133505; -83.733713, 35.831436",Knoxville,TN,12/18/2014 7:55,1418871326,-0.75,n
people are mad that were doing business with Cuba but a) what we were doing didn't work and b) we do business with Saudi Arabia,287,Polygon,"-122.514926, 37.708075; -122.514926, 37.833238; -122.357031, 37.833238; -122.357031, 37.708075",San Francisco,CA,12/18/2014 8:04,1418871864,-0.403894693,n
"The ""The Castros suddenly obtained a comprehensive bailout — from the Obama administration.""",851,Polygon,"-86.967333, 33.405025; -86.967333, 33.67945; -86.620501, 33.67945; -86.620501, 33.405025",Birmingham,AL,12/18/2014 8:14,1418872483,0.245000005,p
Obama just guaranteed Florida to the Republican in 2016 with this Cuba BS.,693,Polygon,"-78.680992, 35.649142; -78.680992, 35.731468; -78.546396, 35.731468; -78.546396, 35.649142",Garner,NC,12/18/2014 8:20,1418872824,0.671000004,p
Cuba. I want to go to Cuba. :),271,Polygon,"-122.228318, 47.838561; -122.228318, 47.880326; -122.185474, 47.880326; -122.185474, 47.838561",Mill Creek,WA,12/18/2014 8:21,1418872899,0.300000012,p
Obama reignites political debate over Cuba: The surprising move by President Barack Obama to restore U.S. ties with…,4715,Polygon,"-87.940033, 41.644102; -87.940033, 42.0230669; -87.523993, 42.0230669; -87.523993, 41.644102",Chicago,IL,12/18/2014 8:28,1418873297,0.300000012,p
David Muir's Exclusive Interview with PresidentObama regarding Cuba,2441,Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935",Manhattan,NY,12/18/2014 8:28,1418873311,0.400000006,p
LOL! Are you seriously telling me you're not aware of Cuba's human rights record?!,3665,Polygon,"-80.147162, 25.7613083; -80.147162, 25.872623; -80.1187628, 25.872623; -80.1187628, 25.7613083",Miami Beach,FL,12/18/2014 8:31,1418873465,1.115079999,p
there are thousands of Cuban exiles in Miami that hold land titles in Cuba. It could get very very messy,693,Polygon,"-78.680992, 35.649142; -78.680992, 35.731468; -78.546396, 35.731468; -78.546396, 35.649142",Garner,NC,12/18/2014 8:36,1418873809,-0.631989598,n
The deal with Cuba benefits neither the freedom loving people of the island or the freedom loving people of America.,88,Polygon,"-75.214266, 40.366351; -75.214266, 40.382537; -75.194484, 40.382537; -75.194484, 40.366351",Dublin,PA,12/18/2014 8:47,1418874469,-0.163333341,n
"Somewhere Hyman Roth is smiling. Cuba Havana, Cuba",1749,Polygon,"-118.668404, 33.704538; -118.668404, 34.337041; -118.155409, 34.337041; -118.155409, 33.704538",Los Angeles,CA,12/18/2014 8:55,1418874946,0.49000001,p
I do know. There are also still many poor people in Cuba. The ones the regime doesn't let the world see.,3665,Polygon,"-80.147162, 25.7613083; -80.147162, 25.872623; -80.1187628, 25.872623; -80.1187628, 25.7613083",Miami Beach,FL,12/18/2014 8:58,1418875099,-0.600000024,n
"Yess! ?? RT Welcome Back, Cuba! My column on Obama rectifying a 50-year mistake",457,Polygon,"-88.069671, 42.2276443; -88.069671, 42.2996144; -87.973993, 42.2996144; -87.973993, 42.2276443",Mundelein,IL,12/18/2014 9:14,1418876058,0.022279978,p
"One of my elderly patients came up to me and randomly started talking about Cuba and how Obama is a ""tyrant."" ??",699,Polygon,"-115.212251, 36.184836; -115.212251, 36.313413; -115.054495, 36.313413; -115.054495, 36.184836",North Las Vegas,NV,12/18/2014 9:16,1418876163,-1.200000048,n
Is Barry Cuba decision just another leftist distraction away from his other scandals? IRS Benghazi Obamacare,483,Polygon,"-155.024136, 19.539572; -155.024136, 19.6197589; -154.931512, 19.6197589; -154.931512, 19.539572",Hawaiian Paradise Park,HI,12/18/2014 9:20,1418876454,-0.375,n
Polls Show Support For U.S. To Re-Establish Ties With Cuba,3338,Polygon,"-84.561205, 33.788139; -84.561205, 33.905391; -84.470367, 33.905391; -84.470367, 33.788139",Smyrna,GA,12/18/2014 9:27,1418876842,0.449999988,p
"Honestly though, American corporations are going to plunder Cuba verdad",995,Polygon,"-118.668404, 33.704538; -118.668404, 34.337041; -118.155409, 34.337041; -118.155409, 33.704538",Los Angeles,CA,12/18/2014 9:28,1418876938,-0.285329372,n
Just what the Dr. Ordered normal relations with Cuba more illegal immigrants wake up America Obama is destroying this nation,11045,Polygon,"-83.353955, 32.04683; -83.353955, 35.215449; -78.499301, 35.215449; -78.499301, 32.04683",South Carolina,US,12/18/2014 9:51,1418878315,-0.732000053,n
America has relations with all sorts of despicable governments around the world. It's time for Cuba.,1097,Polygon,"-80.519851, 39.719801; -80.519851, 42.516072; -74.689517, 42.516072; -74.689517, 39.719801",Pennsylvania,US,12/18/2014 10:11,1418879464,-0.980000019,n
"Ok, uv taken a stance on immigration, Cuba n spite of the opposition...time to TAKE A STANCE ON BLACK LIFE N AMERICA, Haiti ju",184,Polygon,"-80.428566, 25.510691; -80.428566, 25.559653; -80.362933, 25.559653; -80.362933, 25.510691",Princeton,FL,12/18/2014 10:36,1418881010,-0.376142263,n
Obama's actions on Cuba proves that he loves tyranny and adores pathetic despots like Raul Castro! Totally UNAMERICAN! UnAmer,552,Polygon,"-88.070827, 42.920822; -88.070827, 43.1926225; -87.863758, 43.1926225; -87.863758, 42.920822",Milwaukee,WI,12/18/2014 10:38,1418881122,-0.150000006,n
isnt supposed to think like that. Good leaders do. Cuba is setup for cronyism. Oligarchs. Any joe shmoe who try a,193,Polygon,"-98.6144114, 33.835461; -98.6144114, 34.017379; -98.425702, 34.017379; -98.425702, 33.835461",Wichita Falls,TX,12/18/2014 10:41,1418881289,-0.090000004,n
Mixed Feelings About Obama’s Decision To Restore Ties With Cuba: The United States and Cuba have resumed diplomatic…,4182,Polygon,"-75.280284, 39.871811; -75.280284, 40.13792; -74.955712, 40.13792; -74.955712, 39.871811",Philadelphia,PA,12/18/2014 10:47,1418881638,0.5,p
Dictator jumped shark this time with Cuba normalization! Cuban refugees are crying today that their relatives are rolling in t,1217,Polygon,"-115.384091, 36.129459; -115.384091, 36.336251; -115.062159, 36.336251; -115.062159, 36.129459",Las Vegas,NV,12/18/2014 10:55,1418882101,-0.545000017,n
“ America and Cuba are BFFs again,198,Polygon,"-73.994474, 40.800683; -73.994474, 40.848296; -73.96229, 40.848296; -73.96229, 40.800683",Edgewater,NJ,12/18/2014 10:56,1418882209,0.699999988,p
All you need to know about the deal to normalize relations with Cuba is that former Pres. Jimmy Carter praises it. 'Nuff said.,471,Polygon,"-84.865819, 34.120641; -84.865819, 34.222881; -84.755084, 34.222881; -84.755084, 34.120641",Cartersville,GA,12/18/2014 11:03,1418882602,0.75,p
"it will be just as fulsome as Executive Action on immigration; wrong approach toward to Cuba, state sponsor",956,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826",Washington,DC,12/18/2014 11:04,1418882644,-0.333333343,n
Interested in your thoughts on this budding new relationship between Cuba and the US. Happy holidays pal!,18348,Polygon,"-80.1955611, 26.206136; -80.1955611, 26.2976539; -80.0817297, 26.2976539; -80.0817297, 26.206136",Pompano Beach,FL,12/18/2014 11:08,1418882891,1.070476174,p
"at least I will be able to get Cuban cigars, and who knows better we get relations with Cuba than China.",546,Polygon,"-80.708475, 34.950682; -80.708475, 35.0405606; -80.643673, 35.0405606; -80.643673, 34.950682",Wesley Chapel,NC,12/18/2014 11:12,1418883145,0.300000012,p
Obama administration to further ease Cuba travel restrictions: Travel Weekly,2786,Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935",Manhattan,NY,12/18/2014 11:17,1418883432,-0.300000012,n
"CUBA: a bold move Mr. President! Don't let anyone tell you THAT YOU CAN'T BRING IT! We deal with VIETNAM, CHINA &amp; RUSSIA f",612,Polygon,"-114.818269, 31.3322463; -114.818269, 37.004261; -109.045152, 37.004261; -109.045152, 31.3322463",Arizona,US,12/18/2014 11:24,1418883858,0.879999995,p
"Mika, Al Gardner just destroyed the Obama and liberal argument for détente with Cuba now,and no one but Haass tried to counter",1232,Polygon,"-85.605166, 30.355644; -85.605166, 35.000771; -80.742567, 35.000771; -80.742567, 30.355644",Georgia,US,12/18/2014 11:26,1418883961,-1.464000106,n
I'll have a live report on the sudden detente in the US relationship with Cuba at 2pm on with additional lives repor,3117,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826",Washington,DC,12/18/2014 11:31,1418884298,0.200000003,p
I hope the US can now learn how to do healthcare and education from the Cubans Cuba,70,Polygon,"-80.177251, 26.7854133; -80.177251, 26.8962; -80.065807, 26.8962; -80.065807, 26.7854133",Palm Beach Gardens,FL,12/18/2014 11:34,1418884494,0.244329005,p
I'm quite interested in seeing how well the US works with Cuba. About time we try though. Jeezus.,228,Polygon,"-87.940033, 41.644102; -87.940033, 42.0230669; -87.523993, 42.0230669; -87.523993, 41.644102",Chicago,IL,12/18/2014 11:37,1418884628,2.003999949,p
"Así es si es bueno criticar, los Cubanos de Miami, 50 años comiendo bueno y los de la Isla pasando trabajo.",392,Polygon,"-74.255641, 40.495865; -74.255641, 40.91533; -73.699793, 40.91533; -73.699793, 40.495865",New York,NY,12/18/2014 11:45,1418885129,0.49000001,p
"TheInterview What Happened to Freedom of Speech? First, Canceling This Comedy, and Now, Playing Party Cake with Cuba. What, N",47,Polygon,"-74.322757, 41.010278; -74.322757, 41.070916; -74.251011, 41.070916; -74.251011, 41.010278",Wanaque,NJ,12/18/2014 11:48,1418885318,0.49000001,p
What does obama have up his sleeve in Cuba? Cautiously optimistic that I can finally enjoy Cuban cigars regularly,4633,Polygon,"-79.487651, 37.886607; -79.487651, 39.723622; -74.986286, 39.723622; -74.986286, 37.886607",Maryland,US,12/18/2014 11:48,1418885324,0.613600016,p
"Our president bowing down to Cuba, anyone surprised? Well we already in debt to China for 18 trillion. Dose anything matter an",260,Polygon,"-80.457446, 27.20569; -80.457446, 27.3953623; -80.233079, 27.3953623; -80.233079, 27.20569",Port St Lucie,FL,12/18/2014 11:49,1418885356,-0.536800027,n
,158,Polygon,"-85.721308, 44.68627; -85.721308, 44.7594768; -85.586879, 44.7594768; -85.586879, 44.68627",Garfield,MI,12/18/2014 11:49,1418885356,-0.117333338,n
. corrects &amp; on Obama CubaPolicy noting Castros no closer to losing power now by em,86,Polygon,"-118.250227, 33.732905; -118.250227, 33.885438; -118.0631938, 33.885438; -118.0631938, 33.732905",Long Beach,CA,12/18/2014 11:51,1418885497,-0.699999988,n
"The embargo against Cuba was like the war on drugs and the both Bush Admins! A complete, absolute and total failure.",2138,Polygon,"-73.933612, 40.785365; -73.933612, 40.91533; -73.765271, 40.91533; -73.765271, 40.785365",Bronx,NY,12/18/2014 11:53,1418885589,0.50999999,p
The same cons who for weeks have advocating torture are not complaining about Cuba's human rights recor,2138,Polygon,"-73.933612, 40.785365; -73.933612, 40.91533; -73.765271, 40.91533; -73.765271, 40.785365",Bronx,NY,12/18/2014 11:55,1418885732,0.179670632,p
. may win points w/ GOP base opposing Obama CubaPolicy but it &amp; Terri Schiavo position will hurt him against H,86,Polygon,"-118.250227, 33.732905; -118.250227, 33.885438; -118.0631938, 33.885438; -118.0631938, 33.732905",Long Beach,CA,12/18/2014 11:58,1418885910,-0.471833348,n
"Rep Curbelo is probably also pro Cheney torture, he has the nerve to talk about human rights problems in Cuba? Ha! Wha",1123,Polygon,"-121.70014, 37.088404; -121.70014, 37.16931; -121.583333, 37.16931; -121.583333, 37.088404",Morgan Hill,CA,12/18/2014 11:59,1418885978,-0.49000001,n
The embargo on Cuba should have ended long ago. Obama did the right thing.,464,Polygon,"-84.320149, 43.574381; -84.320149, 43.697326; -84.154385, 43.697326; -84.154385, 43.574381",Midland,MI,12/18/2014 12:01,1418886112,1,p
"But he is a big body which is better than not having one at all, but I trust Mark Cuban and company. I am certain he will do w",390,Polygon,"-106.645646, 25.837092; -106.645646, 36.500695; -93.508131, 36.500695; -93.508131, 25.837092",Texas,US,12/18/2014 12:06,1418886406,0.142499998,p
I was really hoping to visit Cuba before the Americans got there and messed it up.,193,Polygon,"-82.4976375, 27.2987027; -82.4976375, 27.3265616; -82.4513591, 27.3265616; -82.4513591, 27.2987027",Sarasota Springs,FL,12/18/2014 12:08,1418886509,-0.515198171,n
Ridiculous 'moral' outrage from et al over 'oppressed' in Cuba while USA entangled in trade/travel wi,302,Polygon,"-73.437741, 42.726853; -73.437741, 45.01666; -71.464604, 45.01666; -71.464604, 42.726853",Vermont,US,12/18/2014 12:08,1418886535,-1.313333392,n
perfect based on the news regarding Cuba,10980,Polygon,"-80.442683, 25.992486; -80.442683, 26.0632929; -80.2133136, 26.0632929; -80.2133136, 25.992486",Pembroke Pines,FL,12/18/2014 12:09,1418886598,0.75,p
No lameduck President is Obama after 6 yrs his decisiveness on Cuba is refreshing.,11,Polygon,"-74.041878, 40.570842; -74.041878, 40.739434; -73.855673, 40.739434; -73.855673, 40.570842",Brooklyn,NY,12/18/2014 12:11,1418886714,0.900000036,p
Shame on Sen_Rubio ancestry from Cuba he's the person who's willfully_ignorant his response looks like,420,Polygon,"-70.346323, 43.640514; -70.346323, 43.75186; -70.238767, 43.75186; -70.238767, 43.640514",Portland,ME,12/18/2014 12:13,1418886811,-0.300000012,n
Communism &amp; Castro troubled in Cuba thrown a lifeline by POTUS A dictator saved by a Marxist WakeUpAmerica tcot t,732,Polygon,"-80.2682341, 26.1358315; -80.2682341, 26.1938974; -80.192482, 26.1938974; -80.192482, 26.1358315",Lauderhill,FL,12/18/2014 12:22,1418887359,-0.048261356,n
"secret meetings with Cuba, govt shutdowns, the most liberal president ever. Aaron Sorkin wrote Obamas presidency 10 yrs ago",2608,Polygon,"-96.977527, 32.620678; -96.977527, 33.019039; -96.54598, 33.019039; -96.54598, 32.620678",Dallas,TX,12/18/2014 12:23,1418887418,-0.29488799,n
They pulled the interview because Obama didn't feel like dealing with North Korea. He just wants to suck Cuba off,542,Polygon,"-80.519851, 39.719801; -80.519851, 42.516072; -74.689517, 42.516072; -74.689517, 39.719801",Pennsylvania,US,12/18/2014 12:24,1418887448,-1.021199942,n
USA 'trade embargo' with Cuba loopholes&gt;,302,Polygon,"-73.437741, 42.726853; -73.437741, 45.01666; -71.464604, 45.01666; -71.464604, 42.726853",Vermont,US,12/18/2014 12:24,1418887465,1,p
"Nice connection to the meaning of this all the people - families, etc. Cuba This is going to be interesting!",1421,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826",Washington,DC,12/18/2014 12:26,1418887577,0.980000019,p
"Yes! to the new relationship with Cuba. This is not a bailout, this is not an affront to liberty.",373,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826",Washington,DC,12/18/2014 12:26,1418887604,0.346384495,p
Thank you Pes Obama for enlightened leadership on Cuba! It's time to move our relations into the 21st century.,317,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826",Washington,DC,12/18/2014 12:29,1418887756,0.629999995,p
"While pressuring Israel to go back to pre-1967 borders, Obama gets cozy with Castro",1221,Polygon,"-80.235287, 32.944965; -80.235287, 33.054993; -80.109189, 33.054993; -80.109189, 32.944965",Summerville,SC,12/18/2014 12:29,1418887770,0.49000001,p
"RT Is Obama contemplating unilateral action on Cuba? From the November 25, 2014 23:45:16 GMT editio…",265,Polygon,"-77.3392792, 38.553903; -77.3392792, 38.57904; -77.306215, 38.57904; -77.306215, 38.553903",Dumfries,VA,12/18/2014 12:29,1418887786,-1.293220043,n
"Let's look at the positive things, Noone will ever threaten to hijack a plane &amp; take it to Cuba again",425,Polygon,"-95.823268, 29.522325; -95.823268, 30.1546646; -95.069705, 30.1546646; -95.069705, 29.522325",Houston,TX,12/18/2014 12:30,1418887857,-0.208000049,n
Yes - Castro controlled Cuba was just about to fall/collapse and we stepped in to save them. What a crock. No way -,440,Polygon,"-80.354183, 41.107299; -80.354183, 41.131727; -80.321993, 41.131727; -80.321993, 41.107299",New Wilmington,PA,12/18/2014 12:31,1418887880,-0.095520854,n
"Conservatives want Cuba to become America first, or at least agree to subsidiary status, before lifting the embargo",6719,Polygon,"-118.37032, 34.1426298; -118.37032, 34.2216898; -118.2799703, 34.2216898; -118.2799703, 34.1426298",Burbank,CA,12/18/2014 12:32,1418887941,0.813223422,p
Obama hails 'new chapter' in US-Cuba ties,1762,Polygon,"-73.78995, 40.982445; -73.78995, 41.069964; -73.719524, 41.069964; -73.719524, 40.982445",White Plains,NY,12/18/2014 12:36,1418888218,0.544412017,p
The president lifted the Embargo to Cuba. Will Cuba be the next country for Herbalife to go to? Mmmm something for shorty to t,66,Polygon,"-80.3212293, 25.733083; -80.3212293, 25.763103; -80.286514, 25.763103; -80.286514, 25.733083",Coral Terrace,FL,12/18/2014 12:49,1418888972,1,p
Media coverage focusing on lack of freedom in Cuba. None about US isolation in the world or Cuba's achievement in human,241,Polygon,"-71.191505, 42.227797; -71.191505, 42.399542; -70.986004, 42.399542; -70.986004, 42.227797",Boston,MA,12/18/2014 12:52,1418889164,0.639999986,p
We stand a much better chance of being a positive influence toward democracy in Cuba. 50 yrs has not brought any sig,29,Polygon,"-111.842244, 33.204608; -111.842244, 33.3858215; -111.635016, 33.3858215; -111.635016, 33.204608",Gilbert,AZ,12/18/2014 12:57,1418889444,0.417000026,p
Thank goodness we are finally normalizing relations w/ Cuba. Long overdue. Thanks + for your role.,891,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826",Washington,DC,12/18/2014 12:58,1418889486,-0.702000022,n
Obama picks new fight over Cuba: President Obama has picked a new fight with Congress over the nation's Cuba…,1164,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826",Washington,DC,12/18/2014 12:58,1418889489,-1.200000018,n
Cuba shift follows grueling lobbying push: President Obama’s decision to craft a more open relationship with Cuba…,1164,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826",Washington,DC,12/18/2014 12:58,1418889489,-0.279166669,n
"Strong WaPo editorial really goes after Obama's Cuba news to give a ""50-year-old failed regime a new lease on life.""",496,Polygon,"-77.158594, 38.940225; -77.158594, 39.022437; -77.078411, 39.022437; -77.078411, 38.940225",Bethesda,MD,12/18/2014 13:00,1418889620,-0.251210988,n
"Good news/bad news in America. Good news, a new diplomatic start for the U.S. and Cuba. Bad news, the interview movie is pulle",74,Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935",Manhattan,NY,12/18/2014 13:01,1418889663,0.49000001,p
So cool about Cuba. gObama!,4627,Polygon,"-74.041878, 40.570842; -74.041878, 40.739434; -73.855673, 40.739434; -73.855673, 40.570842",Brooklyn,NY,12/18/2014 13:07,1418890056,0.73269397,p
Interesting read on US/Cuba relations,128,Polygon,"-106.7916912, 35.0158912; -106.7916912, 35.218114; -106.473745, 35.218114; -106.473745, 35.0158912",Albuquerque,NM,12/18/2014 13:09,1418890148,0.49000001,p
is ignorant &amp; short sighted! Show the respect of democracy USA embodies VivaCubaLibre,45,Polygon,"-74.255641, 40.495865; -74.255641, 40.648887; -74.052253, 40.648887; -74.052253, 40.495865",Staten Island,NY,12/18/2014 13:09,1418890179,0.300000012,p
"History shows us to destroy a Socialist government is to encourage trade, normalizing relations with Cuba will accomp",1,Polygon,"-79.76259, 40.477383; -79.76259, 45.015851; -71.777492, 45.015851; -71.777492, 40.477383",New York,US,12/18/2014 13:11,1418890260,-0.719699979,n
Reuters: Fewer than 20% of Americans oppose establishing U.S. diplomatic relations with Cuba.,2158,Polygon,"-80.0295184, 35.962623; -80.0295184, 36.218171; -79.6852086, 36.218171; -79.6852086, 35.962623",Greensboro,NC,12/18/2014 13:13,1418890438,-0.488552004,n
"President did something good for Cuba. Now, if he can only do some good for the 99% and veto some stinker bills.",31,Polygon,"-76.448383, 36.66; -76.448383, 36.866431; -76.143408, 36.866431; -76.143408, 36.66",Chesapeake,VA,12/18/2014 13:16,1418890585,-0.044166654,n
Do you think abuses of human rights will diminish now in Cuba? I very much doubt it!,4326,Polygon,"-97.538285, 32.569477; -97.538285, 32.990456; -97.033542, 32.990456; -97.033542, 32.569477",Fort Worth,TX,12/18/2014 13:18,1418890731,0.371693343,p
POTUS got it right with Cuba. It was way past time. No need to strong arm them anymore. Our money will slowly lure them to the,1742,Polygon,"-87.9313421, 30.6568997; -87.9313421, 30.699659; -87.842091, 30.699659; -87.842091, 30.6568997",Spanish Fort,AL,12/18/2014 13:20,1418890825,-0.101258248,n
"No, they are mad about Cuba because they don't know where it is on the map. They think it's close to Russia.",5948,Polygon,"-87.285468, 30.437965; -87.285468, 30.504789; -87.218996, 30.504789; -87.218996, 30.437965",Brent,FL,12/18/2014 13:20,1418890831,-0.807789385,n
Nice historic an atheist communist the Vatican&amp;POTUS will hopefully give some sadly overdo respite for beaut,31,Polygon,"-80.506447, 25.498957; -80.506447, 25.539304; -80.453211, 25.539304; -80.453211, 25.498957",Redland,FL,12/18/2014 13:21,1418890882,0.142208248,p
"MT After 54 yrs, Obama restores diplomatic relations with Cuba.",2041,Polygon,"-73.933612, 40.785365; -73.933612, 40.91533; -73.765271, 40.91533; -73.765271, 40.785365",Bronx,NY,12/18/2014 13:25,1418891114,1,p
All of Cuba is excited to be able to once again possibly have trade with the U.S. Some can't wait to see all the new Studebake,6,Polygon,"-96.977527, 32.620678; -96.977527, 33.019039; -96.54598, 33.019039; -96.54598, 32.620678",Dallas,TX,12/18/2014 13:27,1418891234,0.400000006,p
Taking Cuba Off Blacklist Leaves Only North Korea as Cold War Vestige,288,Polygon,"-90.2376122, 29.968359; -90.2376122, 30.034129; -90.119647, 30.034129; -90.119647, 29.968359",Metairie,LA,12/18/2014 13:29,1418891358,-0.616190493,n
". supports POTUS on Cuba: ""Our decades-long policy of isolation has only strengthened the Castro regime's grip",3737,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826",Washington,DC,12/18/2014 13:30,1418891403,0.264590591,p
The Padron 64 is the best I have ever had and I can't imagine anything from Cuba being better!,8,Polygon,"-85.605166, 30.355644; -85.605166, 35.000771; -80.742567, 35.000771; -80.742567, 30.355644",Georgia,US,12/18/2014 13:30,1418891406,0.790000021,p
So USSR weapons in Cuba required escalation and brink of nuclear war. USA weapons in Ukraine?,149,Polygon,"-97.239256, 43.499362; -97.239256, 49.384359; -89.483385, 49.384359; -89.483385, 43.499362",Minnesota,US,12/18/2014 13:31,1418891490,-0.49000001,n
A news week filled with tragedy and monumental change re Cuba. Thoughts and heartfelt condolences for people of Pakistan,371,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826",Washington,DC,12/18/2014 13:31,1418891508,0.468309522,p
