last_name,first_name,birthday,gender,type,state,district,party,url,address,phone,contact_form,rss_url,twitter,facebook,facebook_id,youtube,youtube_id,bioguide_id,thomas_id,opensecrets_id,lis_id,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id
Schatz,Brian,10/20/1972,M,sen,HI,,Democrat,http://www.schatz.senate.gov,722 Hart Senate Office Building Washington DC 20510,202-224-3934,http://www.schatz.senate.gov/contact,,SenBrianSchatz,SenBrianSchatz,3.58E+14,senbrianschatz,UC8-mSYp2WqBiB_5iwtwKfow,S001194,2173,N00028138,S353,87784,412507,17852,Brian E. Schatz,a91363f0-5047-11e2-950a-7863a013264b,41112,Brian Schatz
Salmon,Matt,1/21/1958,M,rep,AZ,5,Republican,http://salmon.house.gov,2349 Rayburn HOB; Washington DC 20515-0305,202-225-2635,https://salmon.house.gov/contact/email-me,http://salmon.house.gov/rss.xml,RepMattSalmon,RepMattSalmon,1.50E+14,repmattsalmon,UCDzGvCYeZMWvULdQIaWQung,S000018,1009,N00006446,,37033,400606,22184,Matt Salmon,21c60a8a-4bbd-11e2-8758-b64a2997a921,29500,Matt Salmon
Foster,Bill,10/7/1955,M,rep,IL,11,Democrat,http://foster.house.gov,1224 Longworth HOB; Washington DC 20515-1311,202-225-3515,https://foster.house.gov/contact/email-me,http://foster.house.gov/rss.xml,RepBillFoster,CongressmanBillFoster,1.03E+11,RepBillFoster,UCicixINQr_-3cFHI2bJzFpQ,F000454,1888,N00029139,,1027346,412257,101632,Bill Foster,gIQAnjxyDP,20749,Bill Foster (Illinois politician)
Grayson,Alan,3/13/1958,M,rep,FL,9,Democrat,http://grayson.house.gov,303 Cannon HOB; Washington DC 20515-0909,202-225-9889,https://grayson.house.gov/contact/email-me,http://grayson.house.gov/rss.xml,,,,,UCWjNmgE01hGoME_jkj6VpRQ,G000556,1914,N00028418,,1013409,412276,68184,Alan Grayson,gIQAp6qMAP,20908,Alan Grayson
Kirkpatrick,Ann,3/24/1950,F,rep,AZ,1,Democrat,http://kirkpatrick.house.gov,201 Cannon HOB; Washington DC 20515-0301,202-225-3361,https://kirkpatrick.house.gov/contact/email-me,http://kirkpatrick.house.gov/rss.xml,RepKirkpatrick,RepKirkpatrick,1.52E+14,repannkirkpatrick,UCBaTLi-KBQ9SW3R0setKu0g,K000368,1907,N00029260,,1031338,412286,28425,Ann Kirkpatrick,gIQAeTvs6O,20902,Ann Kirkpatrick
Titus,Dina,5/23/1950,F,rep,NV,1,Democrat,http://titus.house.gov,401 Cannon HOB; Washington DC 20515-2801,202-225-5965,https://titus.house.gov/contact/email-me,http://titus.house.gov/rss.xml,RepDinaTitus,CongresswomanTitus,1.21E+14,CongresswomanTitus,UC_US4jNqECuMSNrB7yVCbbw,T000468,1940,N00030191,,1021622,412318,2629,Dina Titus,gIQAsdNqAP,20927,Dina Titus
Cotton,Tom,5/13/1977,M,sen,AR,,Republican,http://www.cotton.senate.gov,B33 Russell Senate Office Building Washington DC 20510,202-224-2353,,,SenTomCotton,SenatorTomCotton,1.20E+14,RepTomCotton,UCXEk6mokWBajIpNatbjnwSg,C001095,2098,N00033363,S374,63928,412508,135651,Tom Cotton,8803d7f2-4bbb-11e2-8758-b64a2997a921,21301,Tom Cotton
Sinema,Kyrsten,7/12/1976,F,rep,AZ,9,Democrat,http://sinema.house.gov,1530 Longworth HOB; Washington DC 20515-0309,202-225-9888,https://sinemaforms.house.gov/forms/writeyourrep/,http://sinema.house.gov/index.cfm/rss/feed,RepSinema,CongresswomanSinema,2.34E+14,repsinema,UC4NzhW7D4lQdukSGWmFnK9w,S001191,2099,N00033983,,68489,412509,28338,Kyrsten Sinema,f9d0a3fa-4bbc-11e2-8758-b64a2997a921,21300,Kyrsten Sinema
LaMalfa,Doug,7/2/1960,M,rep,CA,1,Republican,http://lamalfa.house.gov,322 Cannon HOB; Washington DC 20515-0501,202-225-3076,https://lamalfa.house.gov/contact/email-me,http://lamalfa.house.gov/rss.xml,RepLaMalfa,,,RepLaMalfa,UCUzz1XDn862fxirervSB2Yw,L000578,2100,N00033987,,68493,412510,29713,Doug LaMalfa,3ca0c2b0-4bb7-11e2-8758-b64a2997a921,21302,Doug LaMalfa
Huffman,Jared,2/18/1964,M,rep,CA,2,Democrat,http://huffman.house.gov,1630 Longworth HOB; Washington DC 20515-0502,202-225-5161,https://huffman.house.gov/contact/email-me,http://huffman.house.gov/rss.xml,RepHuffman,RepHuffman,2.00E+14,rephuffman,UCJU6SP1ppp1ZhSiqZLiFgDA,H001068,2101,N00033030,,622431,412511,59849,Jared Huffman,1fca09ea-4bbb-11e2-8758-b64a2997a921,21303,Jared Huffman
Bera,Ami,3/2/1965,M,rep,CA,7,Democrat,http://bera.house.gov,1535 Longworth HOB; Washington DC 20515-0507,202-225-5716,https://beraforms.house.gov/forms/writeyourrep/,http://bera.house.gov/rss.xml,RepBera,RepAmiBera,5.29E+14,repamibera,UClJCTCo53Zk6b4kUL-bbdzg,B001287,2102,N00030717,,1033636,412512,120030,Ami Bera,gIQAaC5TKP,21304,Ami Bera
Cook,Paul,3/3/1943,M,rep,CA,8,Republican,http://cook.house.gov,1222 Longworth HOB; Washington DC 20515-0508,202-225-5861,https://cook.house.gov/contact/email-me,http://cook.house.gov/rss.xml,RepPaulCook,RepPaulCook,4.64E+14,RepPaulCook,UCqK--hf5cuvg7BR_oisyRiA,C001094,2103,N00034224,,68278,412513,58121,Paul Cook,7b7f60a0-4bbb-11e2-8758-b64a2997a921,21305,Paul Cook (politician)
Swalwell,Eric,11/16/1980,M,rep,CA,15,Democrat,http://swalwell.house.gov,129 Cannon HOB; Washington DC 20515-0515,202-225-5065,http://swalwell.house.gov/contact-me/email-eric/,,RepSwalwell,CongressmanEricSwalwell,4.50E+14,ericswalwell,UCKvwsFNGD4sDkE_9g-2ft0w,S001193,2104,N00033508,,79729,412514,129529,Eric Swalwell,df3311a4-4bbc-11e2-8758-b64a2997a921,21306,Eric Swalwell
Valadao,David,4/14/1977,M,rep,CA,21,Republican,http://valadao.house.gov,1004 Longworth HOB; Washington DC 20515-0521,202-225-4695,http://valadao.house.gov/contact/,http://valadao.house.gov/rss.xml,RepDavidValadao,CongressmanDavidValadao,1.06E+14,congressmanvaladao,UCWqOVVxQd6IV4mfYMi95LqA,V000129,2105,N00033367,,623702,412515,120200,David G. Valadao,648810a8-4bb7-11e2-8758-b64a2997a921,21307,David Valadao
Brownley,Julia,8/28/1952,F,rep,CA,26,Democrat,http://juliabrownley.house.gov,1019 Longworth HOB; Washington DC 20515-0526,202-225-5811,https://juliabrownley.house.gov/contact/email-me,http://juliabrownley.house.gov/rss.xml,JuliaBrownley26,RepJuliaBrownley,3.31E+14,RepJuliaBrownley,UCFrC4Ouk5R6xQztS9PZin_A,B001285,2106,N00034254,,79783,412516,59904,Julia Brownley,31764ab4-4bbb-11e2-8758-b64a2997a921,21308,Julia Brownley
Cárdenas,Tony,3/31/1963,M,rep,CA,29,Democrat,http://cardenas.house.gov,1510 Longworth HOB; Washington DC 20515-0529,202-225-6131,https://cardenas.house.gov/contact/email-me,http://cardenas.house.gov/rss.xml,RepCardenas,repcardenas,4.85E+14,repcardenas,UCm6ug1-yvYGL0F6DvYxfFBA,C001097,2107,N00033373,,63934,412517,9754,Tony Cardenas,56b232a2-4bbb-11e2-8758-b64a2997a921,21309,Tony Cardenas
Ruiz,Raul,8/25/1972,M,rep,CA,36,Democrat,http://ruiz.house.gov,1319 Longworth HOB; Washington DC 20515-0536,202-225-5330,https://ruiz.house.gov/email-me,http://ruiz.house.gov/rss.xml,CongressmanRuiz,CongressmanRaulRuizMD,2.45E+14,repraulruiz,UCSDk-cyNPCo1iy6rweSPmBw,R000599,2109,N00033510,,79727,412519,136407,Raul Ruiz,e540f502-4bbc-11e2-8758-b64a2997a921,21311,Raul Ruiz (politician)
Takano,Mark,12/10/1960,M,rep,CA,41,Democrat,http://takano.house.gov,1507 Longworth HOB; Washington DC 20515-0541,202-225-2305,https://takano.house.gov/contact/email-me,http://takano.house.gov/rss.xml,RepMarkTakano,RepMarkTakano,2.62E+14,RepMarkTakano,UCJg4F1irmSFeKoXZBaZbX2w,T000472,2110,N00006701,,2737,412520,22337,Mark Takano,1234320e-4bbd-11e2-8758-b64a2997a921,21312,Mark Takano
Lowenthal,Alan,3/8/1941,M,rep,CA,47,Democrat,http://lowenthal.house.gov,108 Cannon HOB; Washington DC 20515-0547,202-225-7924,http://lowenthal.house.gov/contact/howtocontactme.htm,http://lowenthal.house.gov/news/rss.aspx,RepLowenthal,RepLowenthal,3.93E+14,RepLowenthal,UC-GgROtn5Hxm1H9a6qvy_Wg,L000579,2111,N00033274,,93815,412521,16469,Alan Lowenthal,e40cda5c-4bb2-11e2-8758-b64a2997a921,21313,Alan Lowenthal
Vargas,Juan,3/7/1961,M,rep,CA,51,Democrat,http://vargas.house.gov,1605 Longworth HOB; Washington DC 20515-0551,202-225-8045,https://vargas.house.gov/contact,http://vargas.house.gov/rss.xml,RepJuanVargas,RepJuanVargas,1.77E+14,RepJuanVargas,UCpMthf8y7bEMJH_td0dznRQ,V000130,2112,N00007021,,8297,412522,29100,Juan Vargas,ec1c449e-4bbc-11e2-8758-b64a2997a921,21314,Juan Vargas
Peters,Scott,6/17/1958,M,rep,CA,52,Democrat,http://scottpeters.house.gov,1122 Longworth HOB; Washington DC 20515-0552,202-225-0508,https://scottpeters.house.gov/contact/email-me,http://scottpeters.house.gov/rss.xml,RepScottPeters,CongressmanScottPeters,4.49E+14,,UCQK77QJxW7Xr-S3zqeMd-0g,P000608,2113,N00033591,,79661,412523,70351,Scott Peters,a73993a4-4bbc-11e2-8758-b64a2997a921,21315,Scott Peters (politician)
Esty,Elizabeth,8/25/1959,F,rep,CT,5,Democrat,http://esty.house.gov,405 Cannon HOB; Washington DC 20515-0705,202-225-4476,http://esty.house.gov/contact,http://esty.house.gov/rss.xml,RepEsty,RepEsty,2.92E+14,RepEsty,UCJoc9OfUHVbx0Z7V055sbCA,E000293,2114,N00033217,,1020906,412524,72826,Elzabeth Esty,13c60a22-4bbb-11e2-8758-b64a2997a921,21316,Elizabeth Esty
Yoho,Ted,4/13/1955,M,rep,FL,3,Republican,http://yoho.house.gov,511 Cannon HOB; Washington DC 20515-0903,202-225-5744,https://yoho.house.gov/contact/email-me,http://yoho.house.gov/rss.xml,RepTedYoho,CongressmanTedYoho,5.64E+14,RepTedYoho,UCGmDQgEgP2Z0NjavmnS9Hwg,Y000065,2115,N00033220,,63943,412525,137622,Ted Yoho,5b1d8114-4bbd-11e2-8758-b64a2997a921,21317,Ted Yoho
DeSantis,Ron,9/14/1978,M,rep,FL,6,Republican,http://desantis.house.gov,308 Cannon HOB; Washington DC 20515-0906,202-225-2706,https://desantis.house.gov/contact/email-me,http://desantis.house.gov/rss.xml,RepDeSantis,RepDeSantis,4.64E+14,RepRonDeSantis,UCRM1qBatq45tZxRqYeUa02g,D000621,2116,N00034746,,79744,412526,137630,Ron DeSantis,9f576f4a-4bbb-11e2-8758-b64a2997a921,21318,Ron DeSantis
Murphy,Patrick,3/30/1983,M,rep,FL,18,Democrat,http://patrickmurphy.house.gov,211 Cannon HOB; Washington DC 20515-0918,202-225-3026,http://patrickmurphy.house.gov/contact/,http://patrickmurphy.house.gov/news/rss.aspx,RepMurphyFL,CongressmanPatrickMurphy,3.18E+14,RepPatrickMurphyFL,UCcsbPwHksrcVLP5TZH0qkAQ,M001191,2117,N00033091,,95348,412527,137652,Patrick Murphy (Florida),6b2c5c48-4bbc-11e2-8758-b64a2997a921,21319,Patrick Murphy (Florida politician)
Frankel,Lois,5/16/1948,F,rep,FL,22,Democrat,http://frankel.house.gov,1037 Longworth HOB; Washington DC 20515-0922,202-225-9890,https://frankel.house.gov/contact/email-me,http://frankel.house.gov/rss.xml,RepLoisFrankel,RepLoisFrankel,1.38E+14,reploisfrankel,UCEk5viAhxaW_2OK20-yBwzQ,F000462,2119,N00002893,,623714,412529,8102,Lois Frankel,be839182-4bbb-11e2-8758-b64a2997a921,21321,Lois Frankel
Collins,Doug,8/16/1966,M,rep,GA,9,Republican,http://dougcollins.house.gov,1504 Longworth HOB; Washington DC 20515-1009,202-225-9893,https://dougcollins.house.gov/email-me,http://dougcollins.house.gov/latest-rss/latest-rss/,RepDougCollins,RepresentativeDougCollins,5.06E+14,repdougcollins,UCgKTZXOJX2UwAdLNZ4MQdig,C001093,2121,N00033518,,79719,412531,67851,Doug Collins,1d0e1ae2-4bb7-11e2-8758-b64a2997a921,21323,Doug Collins (politician)
Gabbard,Tulsi,4/12/1981,F,rep,HI,2,Democrat,http://gabbard.house.gov,1609 Longworth HOB; Washington DC 20515-1102,202-225-4906,https://forms.house.gov/formsgabbard/webforms/email-me.shtml,http://gabbard.house.gov/rss.xml,TulsiPress,RepTulsiGabbard,3.92E+14,tulsipress,UCkQmC0YfIU4388Tu0_k4esA,G000571,2122,N00033281,,1025291,412532,129306,Tulsi Gabbard,d9703ac2-4bbb-11e2-8758-b64a2997a921,21324,Tulsi Gabbard
Duckworth,Tammy,3/12/1968,F,rep,IL,8,Democrat,http://duckworth.house.gov,104 Cannon HOB; Washington DC 20515-1308,202-225-3711,https://duckworth.house.gov/contact/email-me,http://duckworth.house.gov/rss.xml,RepDuckworth,CongresswomanTammyDuckworth,1.12E+14,repduckworth,UCYRWRvUxtjaHnFMCbdd94tg,D000622,2123,N00027860,,94484,412533,57442,Tammy Duckworth,gIQAc3A69O,21325,Tammy Duckworth
Davis,Rodney,1/5/1970,M,rep,IL,13,Republican,http://rodneydavis.house.gov,1740 Longworth HOB; Washington DC 20515-1313,202-225-2371,https://rodneydavisforms.house.gov/contact/,http://rodneydavis.house.gov/rss.xml,RodneyDavis,RepRodneyDavis,3.24E+14,RepRodneyDavis,UCiGPTfpwRxqQp0Bam5S8zwA,D000619,2126,N00034784,,68337,412536,9622,Rodney Davis (Illinois),96fa7cca-4bbb-11e2-8758-b64a2997a921,21328,Rodney L. Davis
Bustos,Cheri,10/17/1961,F,rep,IL,17,Democrat,http://bustos.house.gov,1009 Longworth HOB; Washington DC 20515-1317,202-225-5905,http://bustos.house.gov/contact,http://bustos.house.gov/rss.xml,RepCheri,RepCheri,5.82E+14,RepCheri,UCrkOYuIsVeb4dvKeeO7jnaA,B001286,2127,N00033390,,63949,412537,134964,Cheri Bustos,e8b15fa2-4bb6-11e2-8758-b64a2997a921,21329,Cheri Bustos
Walorski,Jackie,8/17/1963,F,rep,IN,2,Republican,http://walorski.house.gov,419 Cannon HOB; Washington DC 20515-1402,202-225-3915,https://walorski.house.gov/contact/email-me,http://walorski.house.gov/rss.xml,RepWalorski,RepJackieWalorski,4.67E+14,repwalorski,UC8fsSDjVJ_VnCF3ccx3Lkng,W000813,2128,N00031226,,95005,412538,34205,Jackie Walorski,gIQApl2vMP,21330,Jackie Walorski
Brooks,Susan,8/25/1960,F,rep,IN,5,Republican,http://susanwbrooks.house.gov,1505 Longworth HOB; Washington DC 20515-1405,202-225-2276,https://susanwbrooks.house.gov/contact/email-me,http://susanwbrooks.house.gov/rss.xml,SusanWBrooks,congresswomansusanwbrooks,5.18E+14,SusanWBrooks,UCMd7LzaBcbQ06aKHoj9KkSQ,B001284,2129,N00033495,,623720,412539,135988,Susan Brooks,4a86e324-4bbb-11e2-8758-b64a2997a921,21331,Susan Brooks
Messer,Luke,2/27/1969,M,rep,IN,6,Republican,http://messer.house.gov,508 Cannon HOB; Washington DC 20515-1406,202-225-3021,https://messer.house.gov/contact/email-me,http://messer.house.gov/rss.xml,RepLukeMesser,RepLukeMesser,3.67E+14,RepLukeMesser,UC9NKMvZuY2koTf1iVurxicw,M001189,2130,N00012546,,11245,412540,33997,Luke Messer,458bd608-4bbc-11e2-8758-b64a2997a921,21332,Luke Messer
Barr,Garland,7/24/1973,M,rep,KY,6,Republican,http://barr.house.gov,1432 Longworth HOB; Washington DC 20515-1706,202-225-4706,https://barr.house.gov/contact/email-me,http://barr.house.gov/rss.xml,RepAndyBarr,RepAndyBarr,4.57E+14,RepAndyBarr,UCVL2s6x7f7H0ZJ-uwU0pQ6Q,B001282,2131,N00031233,,61848,412541,117290,Andy Barr,gIQAwh5WKP,21333,Andy Barr (U.S. politician)
Warren,Elizabeth,6/22/1949,F,sen,MA,,Democrat,http://www.warren.senate.gov,317 Hart Senate Office Building Washington DC 20510,202-224-4543,http://www.warren.senate.gov/?p=email_senator#thisForm,http://www.warren.senate.gov/rss/?p=hot_topic,SenWarren,senatorelizabethwarren,1.32E+14,senelizabethwarren,UCTH9zV8Imw09J5bOoTR18_A,W000817,2182,N00033492,S366,1023023,412542,141272,Elizabeth Warren,gIQAZHDx9O,41301,Elizabeth Warren
Kennedy,Joseph,10/4/1980,M,rep,MA,4,Democrat,http://kennedy.house.gov,306 Cannon HOB; Washington DC 20515-2104,202-225-5931,https://kennedy.house.gov/contact/email-me,http://kennedy.house.gov/rss.xml,RepJoeKennedy,3.02E+14,3.02E+14,,UCgfHlaGqxD8p-2V_YlNIqrA,K000379,2172,N00034044,,79948,412543,141275,Joseph Kennedy III,e7a2a990-4bbb-11e2-8758-b64a2997a921,21335,Joseph P. Kennedy III
Delaney,John,4/16/1963,M,rep,MD,6,Democrat,http://delaney.house.gov,1632 Longworth HOB; Washington DC 20515-2006,202-225-2721,https://delaney.house.gov/contact/email-me,http://delaney.house.gov/rss.xml,RepJohnDelaney,congressmanjohndelaney,3.25E+14,repjohndelaney,UC-Sz2M53ZYi_8MvapFKZJiw,D000620,2133,N00033897,,68432,412544,135143,John Delaney,8e7e3d34-4bbb-11e2-8758-b64a2997a921,21334,John Delaney (Maryland politician)
King,Angus,3/31/1944,M,sen,ME,,Independent,http://www.king.senate.gov,359 Dirksen Senate Office Building Washington DC 20510,202-224-5344,http://www.king.senate.gov/contact,http://www.king.senate.gov/rss/feeds/?type=all,SenAngusKing,SenatorAngusSKingJr,1.43E+14,SenatorAngusKing,UCpp6lGvrmt0XU_lnD4Ak0gA,K000383,2185,N00034580,S363,37413,412545,22381,Angus King,f79ee714-4bb6-11e2-8758-b64a2997a921,41300,Angus King
Kildee,Daniel,8/11/1958,M,rep,MI,5,Democrat,http://dankildee.house.gov,227 Cannon HOB; Washington DC 20515-2205,202-225-3611,https://dankildee.house.gov/contact/email-me,http://dankildee.house.gov/rss.xml,RepDanKildee,RepDanKildee,4.84E+14,RepDanKildee,UC_KpQ-n3IT5dL5ul21XA9Yw,K000380,2134,N00033395,,623723,412546,136102,Dan Kildee,2ef59d70-4bb7-11e2-8758-b64a2997a921,21372,Dan Kildee
Nolan,Richard,12/17/1943,M,rep,MN,8,Democrat,http://nolan.house.gov,2366 Rayburn HOB; Washington DC 20515-2308,202-225-6211,https://nolan.house.gov/contact/email-me,http://nolan.house.gov/rss.xml,USRepRickNolan,UsRepRickNolan,3.88E+14,USRepRickNolan,UCmGkPQXVR8GzVAPXN54AoXg,N000127,867,N00021207,,1001760,408211,138505,Rick Nolan,,14263,Rick Nolan
Wagner,Ann,9/13/1962,F,rep,MO,2,Republican,http://wagner.house.gov,435 Cannon HOB; Washington DC 20515-2502,202-225-1621,https://wagner.house.gov/contact/email-me,http://wagner.house.gov/rss.xml,RepAnnWagner,RepAnnWagner,2.15E+14,,UCy2v2DXXvQnbRc8Zx77Dnsg,W000812,2137,N00033106,,82702,412548,136083,Ann Wagner,4ffdd49c-4bb7-11e2-8758-b64a2997a921,21337,Ann Wagner
Daines,Steve,8/20/1962,M,sen,MT,,Republican,http://www.daines.senate.gov,1 Russell Senate Courtyard Washington DC 20510,202-224-2651,,,SteveDaines,SteveDainesMT,1.85E+14,SteveDainesMT,UC-ny-W5mEUGytiyMdXbQ20Q,D000618,2138,N00033054,S375,1034037,412549,135720,Steve Daines,a8a98402-4bbb-11e2-8758-b64a2997a921,21338,Steve Daines
Hudson,Richard,11/4/1971,M,rep,NC,8,Republican,http://hudson.house.gov,429 Cannon HOB; Washington DC 20515-3308,202-225-3715,https://hudson.house.gov/email-me,http://hudson.house.gov/rss.xml,RepRichHudson,RepRichHudson,2.12E+14,RepRichHudson,UC9Q1qCvnQR7rHERjTjJl5Pg,H001067,2140,N00033630,,79622,412550,136448,Richard Hudson,22ad1ec6-4bbc-11e2-8758-b64a2997a921,21346,Richard Hudson (U.S. politician)
Pittenger,Robert,8/15/1948,M,rep,NC,9,Republican,http://pittenger.house.gov,224 Cannon HOB; Washington DC 20515-3309,202-225-1976,https://pittenger.house.gov/contact/email-me,http://pittenger.house.gov/rss.xml,RepPittenger,congressmanpittenger,3.76E+14,CongressmanPittenger,UCPr1MiyBx6K6wH3zgMWFtMQ,P000606,2141,N00034416,,9265861,412551,41272,Robert Pittenger,99d73b26-4bbc-11e2-8758-b64a2997a921,21347,Robert Pittenger
Meadows,Mark,7/28/1959,M,rep,NC,11,Republican,http://meadows.house.gov,1024 Longworth HOB; Washington DC 20515-3311,202-225-6401,https://meadows.house.gov/email-me,http://meadows.house.gov/rss/press-releases.xml,RepMarkMeadows,Repmarkmeadows,4.10E+14,RepMarkMeadows,UCu1unBO6gQdCz3qok5LPFGQ,M001187,2142,N00033631,,79621,412552,136459,"Mark Meadows, North Carolina",4e4cac9a-4bbc-11e2-8758-b64a2997a921,21348,Mark Meadows (North Carolina politician)
Holding,George,4/17/1968,M,rep,NC,13,Republican,http://holding.house.gov,507 Cannon HOB; Washington DC 20515-3313,202-225-3032,https://holding.house.gov/contact/email-me,http://holding.house.gov/rss.xml,RepHolding,CongressmanGeorgeHolding,3.84E+14,repholding,UCx6IgBfJmIhXSXymnPr78hw,H001065,2143,N00033399,,623728,412553,136462,George E.B. Holding,f31bb79e-4bbb-11e2-8758-b64a2997a921,21349,George Holding
Heitkamp,Heidi,10/30/1955,F,sen,ND,,Democrat,http://www.heitkamp.senate.gov,502 Hart Senate Office Building Washington DC 20510,202-224-2043,http://www.heitkamp.senate.gov/public/index.cfm/email-heidi,http://www.heitkamp.senate.gov/public/index.cfm/rss/feed,SenatorHeitkamp,SenatorHeidiHeitkamp,5.02E+14,senatorheidiheitkamp,UCsIiu6s5KJ_VYzpT_b1Jh4g,H001069,2174,N00033782,S360,95414,412554,41716,Heidi Heitkamp,135fbac8-4bbc-11e2-8758-b64a2997a921,41303,Heidi Heitkamp
Cramer,Kevin,1/21/1961,M,rep,ND,0,Republican,http://cramer.house.gov,1032 Longworth HOB; Washington DC 20515-3400,202-225-2611,https://cramer.house.gov/contact/email-me,http://cramer.house.gov/rss.xml,RepKevinCramer,CongressmanKevinCramer,4.99E+14,kevincramer,UCqUPdO9XaAW-dvwwXKbIVdA,C001096,2144,N00004614,,7600,412555,444,Kevin Cramer,6a855e58-4bbb-11e2-8758-b64a2997a921,21350,Kevin Cramer
Fischer,Deb,3/1/1951,F,sen,NE,,Republican,http://www.fischer.senate.gov,383 Russell Senate Office Building Washington DC 20510,202-224-6551,http://www.fischer.senate.gov/public/?p=email-deb,http://www.fischer.senate.gov/public/index.cfm/rss/feed,SenatorFischer,senatordebfischer,5.32E+14,senatordebfischer,UCrbEfZaG_WhB0PBHI1hefPQ,F000463,2179,N00033443,S357,1034067,412556,41963,Deb Fischer,15a67e5c-4bb7-11e2-8758-b64a2997a921,41302,Deb Fischer
Kuster,Ann,9/5/1956,F,rep,NH,2,Democrat,http://kuster.house.gov,137 Cannon HOB; Washington DC 20515-2902,202-225-5206,https://kuster.house.gov/contact/email-me,http://kuster.house.gov/rss.xml,RepAnnieKuster,CongresswomanAnnieKuster,1.16E+14,RepKuster,UCYAD_Eti2b5gXSicbgPsBYA,K000382,2145,N00030875,,62650,412557,122256,Annie Kuster,2487b9f4-4bb7-11e2-8758-b64a2997a921,21340,Ann McLane Kuster
Lujan Grisham,Michelle,10/24/1959,F,rep,NM,1,Democrat,http://lujangrisham.house.gov,214 Cannon HOB; Washington DC 20515-3101,202-225-6316,http://lujangrisham.house.gov/contact/email-me/,http://lujangrisham.house.gov/rss.xml,RepLujanGrisham,RepLujanGrisham,1.92E+14,RepLujanGrisham,UCS_N-wEnUBEbVYCD-CXpNjw,L000580,2146,N00029400,,94791,412558,102404,Michelle Lujan Grisham,5c69cf42-4bbc-11e2-8758-b64a2997a921,21341,Michelle Lujan Grisham
Meng,Grace,10/1/1975,F,rep,NY,6,Democrat,http://meng.house.gov,1317 Longworth HOB; Washington DC 20515-3206,202-225-2601,https://meng.house.gov/contact/email-me,http://meng.house.gov/rss.xml,RepGraceMeng,repgracemeng,1.96E+14,,UCHg516zJKbIBtXFAJ0nu3XQ,M001188,2148,N00034547,,68411,412560,69157,Grace Meng,caf57010-4bbc-11e2-8758-b64a2997a921,21342,Grace Meng
Jeffries,Hakeem,8/4/1970,M,rep,NY,8,Democrat,http://jeffries.house.gov,1607 Longworth HOB; Washington DC 20515-3208,202-225-5936,https://jeffriesforms.house.gov/contact/,http://jeffries.house.gov/rss.xml,RepJeffries,RepHakeemJeffries,1.18E+14,,UCYVmbsjoNbQ4j-PCQIYgpWQ,J000294,2149,N00033640,,79612,412561,55285,Hakeem Jeffries,08cb2674-4bbc-11e2-8758-b64a2997a921,21343,Hakeem Jeffries
Maloney,Sean,7/30/1966,M,rep,NY,18,Democrat,http://seanmaloney.house.gov,1529 Longworth HOB; Washington DC 20515-3218,202-225-5441,https://seanmaloney.house.gov/contact/email-me,http://seanmaloney.house.gov/rss.xml,RepSeanMaloney,RepSeanMaloney,5.51E+14,,UCNiVzzf4Vz-vCMPBcnjGuXQ,M001185,2150,N00034277,,79760,412562,139760,Sean Maloney,7935c716-4bbc-11e2-8758-b64a2997a921,21344,Sean Patrick Maloney
Collins,Chris,5/20/1950,M,rep,NY,27,Republican,http://chriscollins.house.gov,1117 Longworth HOB; Washington DC 20515-3227,202-225-5265,https://chriscollins.house.gov/contact/email-me,http://chriscollins.house.gov/rss.xml,RepChrisCollins,RepChrisCollins,4.67E+14,RepChrisCollins,UCSwQQJaKI4TzuYDUwHwwnxQ,C001092,2151,N00001285,,94144,412563,139770,Chris Collins,f06054ec-4bb6-11e2-8758-b64a2997a921,21345,Chris Collins (American politician)
Wenstrup,Brad,6/17/1958,M,rep,OH,2,Republican,http://wenstrup.house.gov,1318 Longworth HOB; Washington DC 20515-3502,202-225-3164,http://wenstrup.house.gov/contact/,,RepBradWenstrup,RepBradWenstrup,1.24E+14,repbradwenstrup,UCaK7SeUvmHdHTMtF3HXb-jA,W000815,2152,N00033310,,1034044,412564,135326,Brad Wenstrup,738c1fea-4bb7-11e2-8758-b64a2997a921,21351,Brad Wenstrup
Beatty,Joyce,3/12/1950,F,rep,OH,3,Democrat,http://beatty.house.gov,133 Cannon HOB; Washington DC 20515-3503,202-225-4324,https://beattyforms.house.gov/forms/writeyourrep/,http://beatty.house.gov/rss.xml,RepBeatty,RepJoyceBeatty,,,UCtVl3kb7Xvt3pY7l6x-M6LA,B001281,2153,N00033904,,67294,412565,2427,Joyce Beatty,2548b43e-4bbb-11e2-8758-b64a2997a921,21352,Joyce Beatty
Joyce,David,3/17/1957,M,rep,OH,14,Republican,http://joyce.house.gov,1124 Longworth HOB; Washington DC 20515-3514,202-225-5731,https://joyce.house.gov/email-me,http://joyce.house.gov/rss/press-releases.xml,RepDaveJoyce,RepDaveJoyce,4.04E+14,repdavejoyce,UCTu9xz2VYk-jtQv0TVsLyYA,J000295,2154,N00035007,,68561,412566,143052,David Joyce,6d3ab89a-4bb7-11e2-8758-b64a2997a921,21353,David Joyce (politician)
